"RECORD","FC_mass","FC_QC","FC_samples","LE","LE_QC","LE_samples","H","H_QC","H_samples","NETRAD","energy_closure","Bowen_ratio","TAU","TAU_QC","USTAR","TSTAR","TKE","TA_1_1_1","RH_1_1_1","T_DP_1_1_1","e_amb","e_sat_amb","TA_1_1_2","RH_1_1_2","T_DP_1_1_2","e","e_sat","TA_1_1_3","RH_1_1_3","T_DP_1_1_3","e_probe","e_sat_probe","H2O_density_probe","PA","VPD","Ux","Ux_SIGMA","Uy","Uy_SIGMA","Uz","Uz_SIGMA","T_SONIC","T_SONIC_SIGMA","sonic_azimuth","WS","WS_RSLT","WD_SONIC","WD_SIGMA","WD","WS_MAX","CO2_density","CO2_density_SIGMA","H2O_density","H2O_density_SIGMA","CO2_sig_strgth_Min","H2O_sig_strgth_Min","P","ALB","SW_IN","SW_OUT","LW_IN","LW_OUT","sun_azimuth","sun_elevation","hour_angle","sun_declination","air_mass_coeff","daytime","TS_1_1_1","G_plate_1_1_1","FETCH_MAX","FETCH_90","FETCH_55","FETCH_40","UPWND_DIST_INTRST","FP_DIST_INTRST","T_nr","R_LW_in_meas","R_LW_out_meas"
3168,-0.6173826,8,18000,408.2955,8,18000,4.828535,8,18000,NA,1,0.01182608,0.1856741,2,0.3924553,-0.01016528,1.282578,32.39457,15.80304,2.990374,0.7717177,4.882928,31.82947,16.2827,2.964314,0.770308,4.7301,-20.92823,0.3258808,-88.19419,0.000384045,0.1166056,0.003297261,87.26259,39.59792,-0.4897153,1.184771,2.247375,0.9917655,-0.1052429,0.42175,32.68968,0.4101637,249,2.592061,2.300111,102.2929,27.18421,146.7071,7.139254,619.1019,4.982536,5.472843,1.010404,0.9019952,0.9019737,0,0,NA,NA,NA,NA,174.2557,56.28745,-3.216979,7.515137,1.034604,1,16.39966,1.273495,3.454165,61.43841,11.46926,7.390994,95.67381,93.534,NA,NA,NA
3169,-0.4154767,3,18000,291.8014,3,18000,-36.13124,7,18000,NA,1,-0.1238213,0.1181647,3,0.3125589,0.09519017,0.823566,32.01634,16.55615,3.272286,0.7879621,4.784642,31.29648,17.24244,3.238737,0.7860256,4.594787,-21.82496,0.3301029,-88.36951,0.0003624976,0.1089552,0.003120577,87.23953,38.08762,0.08081232,0.7828625,1.762933,0.9711694,-0.04958278,0.3018084,32.17279,0.9491146,249,1.944372,1.764788,87.37544,24.61666,161.6246,5.151859,619.7766,5.77987,5.595963,1.059749,0.919732,0.9069446,0,0,NA,NA,NA,NA,187.6367,56.18624,4.284415,7.507408,1.035557,1,16.41461,1.436143,3.152109,62.67856,10.96763,7.048389,95.67381,93.28834,NA,NA,NA
3170,-0.639252,1,18000,271.6518,1,18000,-27.97829,1,18000,NA,1,-0.1029932,0.01665552,1,0.1163955,0.1947443,0.2146529,31.05091,22.07177,6.594581,0.9962229,4.526977,30.46996,22.83582,6.566525,0.9941656,4.37998,-25.94519,0.3301167,-90.31549,0.0002510305,0.0754934,0.002197271,87.21635,33.85814,0.8335141,0.4656318,0.5859603,0.4262693,0.02875769,0.1754635,31.57675,0.5949828,249,1.120914,1.018869,35.10711,24.43962,213.8929,2.682593,609.0628,9.577818,7.097013,1.414257,0.9409051,0.9165947,0,0,NA,NA,NA,NA,200.5406,54.80129,11.7862,7.499787,1.052679,1,16.4413,1.681047,5.58411,165.9679,22.67219,14.20457,95.67381,84.42108,NA,NA,NA
3171,-0.3557516,3,18000,169.8612,3,18000,-44.62078,4,18000,NA,1,-0.2626896,0.03344667,1,0.1645757,0.2186832,0.5522038,29.61151,21.98079,5.504162,0.9161733,4.169836,29.19229,22.62769,5.483605,0.9145954,4.072751,-27.06086,0.3277107,-90.88905,0.0002241097,0.06777593,0.001971335,87.21294,31.58156,1.369861,0.5145532,0.6475403,0.8883653,0.06732684,0.2246095,30.2058,0.9189334,249,1.738169,1.5152,25.30031,29.01092,223.6997,4.451998,617.1053,5.400804,6.556579,0.9831511,0.940139,0.9159288,0,0,NA,NA,NA,NA,212.3244,52.27624,19.28818,7.492235,1.087572,1,16.42727,2.018705,6.000636,182.7345,24.65664,15.35122,95.67381,83.25817,NA,NA,NA
3172,-0.2237076,7,13675,375.6247,1,13738,-306.2809,1,13738,NA,1,-0.8153909,0.5858608,7,0.6842567,0.3562955,9.709262,26.97972,23.74171,4.172584,0.8571793,3.638762,27.62194,23.43326,4.244485,0.8513131,3.730459,-30.09778,0.3297522,-92.22696,0.0001847285,0.05586566,0.001632783,87.24743,28.79146,-0.9675355,1.715622,4.049052,3.977267,-0.1278684,0.8102565,28.49794,1.675396,249,5.17177,4.16304,103.4391,35.77279,145.5609,19.45327,640.6888,30.0983,6.187266,1.780235,0.5349069,0.6035808,0.254,0,NA,NA,NA,NA,222.7095,48.82625,26.78974,7.484502,1.143389,1,16.58766,2.4315,3.522486,71.58815,12.20139,7.935947,95.67381,92.36904,NA,NA,NA
3173,-0.1261182,5,18000,130.757,5,18000,-84.93224,5,18000,NA,1,-0.6495426,0.05503429,1,0.2089556,0.3211878,0.5494264,26.87617,25.52095,5.062899,0.8992794,3.558382,26.95519,25.8112,5.065103,0.8988085,3.585104,-32.0499,0.3299208,-92.42862,0.000139064,0.04295231,0.001248992,87.21075,26.86295,0.8029261,0.7141572,-1.930706,0.7277367,0.02391406,0.2433756,27.94305,1.466694,249,2.21403,2.091017,292.581,19.09275,316.419,5.742056,620.805,4.08323,6.497324,1.401698,0.9333194,0.9161087,0,0,NA,NA,NA,NA,231.7273,44.67173,34.29116,7.47674,1.22375,1,16.52057,2.929214,6.755654,213.1251,28.10054,17.42005,95.67381,81.26038,NA,NA,NA
3174,-0.408498,7,18000,225.4553,7,18000,-36.34935,7,18000,NA,1,-0.1612264,0.09957171,6,0.2822534,0.1026279,0.8719457,27.77847,25.83932,6.260229,0.9656823,3.751853,27.61259,26.22322,6.251721,0.9648889,3.719255,-30.19188,0.3308181,-91.21365,0.0001676572,0.05081308,0.001494257,87.14671,27.54366,-1.221479,0.8723031,-1.40264,0.9480645,-0.03429789,0.2900902,28.67728,1.207814,249,2.031405,1.859948,228.9491,23.53232,20.05087,7.034876,617.6185,6.554126,6.953832,1.067334,0.9390882,0.9190242,0,0,NA,NA,NA,NA,239.5699,40.00056,41.79345,7.469325,1.337566,1,16.38809,3.492809,3.976349,81.71725,13.85301,8.985886,95.67381,91.35872,NA,NA,NA
3175,-0.1973719,2,18000,147.1862,1,18000,-58.22831,1,18000,NA,1,-0.39561,0.06625676,5,0.2310337,0.2022297,0.8556231,29.22963,22.25365,5.334211,0.9062974,4.076755,29.10299,22.51683,5.327734,0.9056856,4.049281,-28.5115,0.3247971,-90.71209,0.0001988366,0.06108643,0.001755393,87.13845,31.43596,-1.019319,0.970971,-1.015653,0.8391712,-0.04407259,0.2534825,30.10716,0.6385634,249,1.556342,1.438938,224.8969,22.2471,24.10315,6.02733,615.5473,6.811701,6.494764,1.056837,0.9166484,0.8932442,0,0,NA,NA,NA,NA,246.47,34.96061,49.29483,7.461586,1.500369,1,16.34464,4.090118,3.426579,84.6397,12.95385,8.304531,95.67381,90.9968,NA,NA,NA
3176,-0.2654074,7,18000,150.7216,7,18000,-40.2234,7,18000,NA,1,-0.2668722,0.03225193,7,0.1618886,0.2010967,0.2027306,29.66916,22.37672,5.809308,0.9353494,4.18154,29.41599,22.77985,5.79684,0.9343634,4.122924,-26.57751,0.328206,-89.75752,0.0002334926,0.07094423,0.002050253,87.0825,31.8856,-1.44475,0.4250072,-0.5706357,0.4357177,-0.06095038,0.1870297,30.4539,0.6464723,249,1.606137,1.553367,201.5525,14.68207,47.44751,4.056662,614.6705,6.480599,6.692946,0.9984828,0.9474266,0.9235216,0,0,NA,NA,NA,NA,252.6504,29.66294,56.79622,7.453813,1.736038,1,16.41138,4.697618,6.385679,192.6674,26.12963,16.26832,95.67381,82.52785,NA,NA,NA
3177,-0.1391144,9,18000,59.51753,9,18000,-15.82319,9,18000,NA,1,-0.2658576,0.01580086,9,0.1127109,0.1124203,0.09578522,28.94128,26.33256,7.601241,1.054254,4.009978,28.91316,26.42718,7.599687,1.054055,4.005086,-29.25774,0.3297067,-91.34123,0.000181791,0.05537711,0.00161439,87.05853,29.51031,-1.170197,0.3178654,-0.1445782,0.2689871,-0.04313584,0.1348256,30.08319,0.6897931,249,1.206685,1.179091,187.0432,12.24887,61.95676,2.915872,607.8927,6.556949,7.562388,0.8956402,0.9468194,0.9228976,0,0,NA,NA,NA,NA,258.3019,24.19191,64.29839,7.446342,2.095624,1,16.50627,5.272656,7.196932,229.5635,29.98049,18.59346,95.67381,80.20743,NA,NA,NA
3178,-0.1398978,9,18000,70.44762,9,18000,-12.13745,9,18000,NA,1,-0.1722905,0.01203786,9,0.09897295,0.09939408,0.09318788,30.45877,21.68724,6.020295,0.9487653,4.374279,30.36215,21.86354,6.015407,0.948315,4.3514,-26.34567,0.3276368,-90.09239,0.0002337762,0.07214355,0.002052951,87.04444,34.03085,-1.039337,0.3184853,-0.005497685,0.2641307,-0.03545986,0.1231986,31.41947,0.3841104,249,1.071698,1.039352,180.3031,14.0722,68.69693,2.529503,610.0888,5.864418,6.771318,0.9806196,0.9457167,0.9213472,0,0,NA,NA,NA,NA,263.5808,18.6149,71.79993,7.438669,2.688185,1,16.43743,5.803979,7.245754,227.8968,30.01563,18.64025,95.67381,80.26024,NA,NA,NA
3179,-0.06252371,7,18000,29.5058,7,18000,-7.226105,7,18000,NA,1,-0.2449046,0.01602829,7,0.1137841,0.05109335,0.1075932,29.09714,25.8876,7.536015,1.045893,4.045858,28.96153,26.11632,7.529315,1.04535,4.015068,-28.20936,0.3303678,-91.3115,0.0002030587,0.06106135,0.001794633,87.02589,29.69717,-1.348396,0.3114296,0.4022617,0.3114652,-0.09390069,0.145559,30.12239,0.5194856,249,1.434854,1.407113,163.3886,11.26257,85.61136,3.69409,616.8381,2.877825,7.498555,0.5727254,0.9294271,0.9167697,0,0,NA,NA,NA,NA,268.6192,12.9889,79.30152,7.430885,3.807723,1,16.60727,6.280143,9.370633,238.7124,35.58054,22.54284,95.67381,78.55691,NA,NA,NA
3180,-0.009624362,6,18000,30.41818,5,18000,-27.70097,5,18000,NA,1,-0.9106715,0.01552053,3,0.1113399,0.1979271,0.09195431,27.90422,29.72158,8.586886,1.121687,3.776334,27.69885,30.0964,8.576707,1.120861,3.732357,-31.00208,0.3291546,-92.59132,0.0001538876,0.04668206,0.001376895,87.00852,26.11496,-1.31091,0.254127,0.861438,0.3198,-0.1156396,0.130599,28.93917,0.7802674,249,1.595404,1.568615,146.6898,10.49593,102.3102,3.059782,618.2057,2.875019,8.073128,0.3844562,0.9444829,0.9232414,0,0,NA,NA,NA,NA,273.5303,7.376698,86.80354,7.423349,6.580756,1,16.70441,6.685942,11.10927,483.5106,52.619,31.31364,95.67381,69.0493,NA,NA,NA
3181,0.05289805,3,18000,106.8633,3,18000,-142.0178,3,18000,NA,1,-1.328966,0.1395319,1,0.3351457,0.3397572,0.563299,26.2047,26.15612,5.237453,0.8929138,3.416206,26.22076,26.20159,5.238012,0.8928673,3.42204,-29.0973,0.3287807,-91.19803,0.0001835299,0.05605735,0.001629146,87.00795,25.29173,-1.856643,0.6687406,1.78584,0.7091664,-0.154054,0.4200796,27.20273,0.7328522,249,2.633775,2.576114,136.1136,11.98496,112.8864,6.241464,632.4901,3.177897,6.463467,0.5467026,0.9204215,0.9161471,0,0,NA,NA,NA,NA,278.4141,1.923289,94.30526,7.415737,20.03575,0.8805556,16.80032,7.073746,4.770253,117.4217,18.04162,11.46044,95.67381,88.06778,NA,NA,NA
3182,0.1242475,3,18000,91.58838,3,18000,-142.3905,3,18000,NA,1,-1.554679,0.1493404,1,0.3461389,0.3287151,0.5772439,25.10686,27.16668,4.878833,0.8690618,3.200809,25.1697,27.12106,4.881708,0.8691862,3.214818,-29.85427,0.3273975,-91.41326,0.0001704718,0.05208697,0.001518046,87.03331,23.45632,-1.973613,0.6693457,1.843169,0.7239049,-0.1816063,0.4271133,26.12195,0.6781145,249,2.767377,2.700448,136.9575,12.59672,112.0425,6.252529,637.189,2.279473,6.31392,0.2894591,0.9468883,0.9248757,0,0,NA,NA,NA,NA,283.3646,-3.821445,101.8066,7.407953,NA,0,16.79107,7.38025,4.900338,118.6196,18.39295,11.70096,95.67381,87.95012,NA,NA,NA
3183,0.05854234,3,18000,43.71696,3,18000,-58.95097,3,18000,NA,1,-1.348469,0.06029088,1,0.218989,0.2132688,0.3376534,23.44904,29.30519,4.517718,0.847132,2.900807,23.51101,29.25111,4.520573,0.8472579,2.91344,-31.91024,0.3266938,-92.39668,0.0001425746,0.04325132,0.00127892,87.03881,20.66182,-1.692587,0.5834286,0.9844037,0.5168028,-0.1507008,0.2604476,24.43382,1.01139,249,1.985052,1.958037,149.8179,9.449347,99.18213,4.899065,645.0696,5.684927,6.189281,0.2393697,0.9475781,0.9252016,0,0,NA,NA,NA,NA,288.4749,-9.322253,109.3083,7.400275,NA,0,16.78575,7.647429,5.844482,160.0517,22.90087,14.47902,95.67381,84.69932,NA,NA,NA
3184,0.04896391,7,18000,5.592446,7,18000,-11.59002,7,18000,NA,1,-2.072442,0.01165796,4,0.09486202,0.09393337,0.1398613,21.50002,35.27337,5.495657,0.907284,2.574459,21.87466,34.55529,5.513877,0.9084122,2.635418,-38.99352,0.3222689,-95.84864,7.001917e-05,0.02156471,0.0006467812,87.05501,17.27006,-0.5092497,0.3467865,0.8255895,0.3927764,-0.04441602,0.07203098,22.85884,0.6283262,249,1.051209,0.9700171,121.6675,22.51106,127.3325,2.189501,655.1458,7.353574,6.672391,0.3218825,0.9352635,0.9255706,0,0,NA,NA,NA,NA,293.8393,-14.61173,116.8104,7.392801,NA,0,16.83724,7.884896,6.924244,251.8936,30.51663,18.59256,95.67381,79.36179,NA,NA,NA
3185,0.1190507,3,17998,21.52093,3,17998,-37.49281,3,17998,NA,1,-1.742156,0.01938907,3,0.1227303,0.2363789,0.1876751,22.28665,34.17569,5.727581,0.922798,2.700732,22.5689,33.70297,5.741186,0.9236141,2.75013,-37.46318,0.3239979,-94.84631,8.058557e-05,0.02495258,0.0007405276,87.06713,18.26516,-0.8268368,0.3378281,1.274155,0.4832499,-0.06992574,0.1664091,23.57181,0.7702236,249,1.550699,1.518923,122.9807,11.59491,126.0193,4.742511,645.9637,6.369016,6.768264,0.3688647,0.6896811,0.6371472,0,0,NA,NA,NA,NA,299.5544,-19.67323,124.3118,7.385015,NA,0,16.80559,8.047534,9.262906,396.213,43.58452,25.95163,95.67381,72.74252,NA,NA,NA
3186,0.02633406,7,18000,6.862073,7,18000,-20.08694,7,18000,NA,1,-2.927241,0.04365943,7,0.1826861,0.08371581,0.2796493,20.28511,40.32431,6.30401,0.9595101,2.392703,20.31298,40.29918,6.305291,0.9595464,2.396815,-41.17931,0.3210531,-96.76745,5.624172e-05,0.01729487,0.0005240638,87.08452,14.37269,-0.3532991,0.5890417,-0.07095537,0.4467381,0.007200199,0.112932,21.34685,0.963816,249,0.7320367,0.3603549,191.356,57.71706,57.64398,2.064104,667.761,11.87962,7.086234,0.352676,0.9469711,0.9238335,0,0,NA,NA,NA,NA,305.7052,-24.43098,131.7936,7.37728,NA,0,16.80657,8.168755,0.414461,9.056707,2.590825,1.072079,95.67381,99.47373,NA,NA,NA
3187,0.09870746,8,18000,17.05359,8,18000,-10.83223,8,18000,NA,1,-0.6351876,0.03700472,4,0.1663839,0.04851077,0.5827803,18.70391,44.36156,6.319988,0.960391,2.165365,19.25972,43.07021,6.347337,0.9621259,2.244751,-46.00072,0.3193488,-99.36656,3.230099e-05,0.01010974,0.0003080789,87.1406,12.82626,1.104367,0.8681755,-0.6065688,0.6221775,0.05759971,0.1572481,20.29205,0.910494,249,1.418543,1.259979,331.2224,27.08102,277.7776,5.633561,674.1095,9.858449,7.130371,0.3056857,0.9464327,0.9240271,0,0,NA,NA,NA,NA,312.4582,-28.84809,139.3302,7.369842,NA,0,16.83094,8.250509,4.795742,106.7118,17.39868,11.12963,95.67381,88.97208,NA,NA,NA
3188,0.4035129,2,18000,145.0621,1,18000,-270.4892,1,18000,NA,1,-1.864644,0.3801048,1,0.5410887,0.3835139,2.345154,21.95759,41.72315,8.33813,1.102634,2.652406,22.1653,41.28933,8.34835,1.103325,2.686754,-38.86784,0.3155937,-95.58385,6.956216e-05,0.02222231,0.0006417234,87.28115,15.83428,2.088988,1.556592,-2.30858,1.38194,0.04741108,0.5979746,23.35993,1.191335,249,3.508595,3.113418,312.1414,27.18406,296.8586,10.6689,637.2919,9.055479,8.095846,0.3277402,0.9452639,0.9230871,0,0,NA,NA,NA,NA,319.867,-32.79578,146.8755,7.36201,NA,0,16.69999,8.279504,3.162811,67.61753,11.26318,7.277071,95.67381,92.72381,NA,NA,NA
3189,0.02812587,4,18000,90.68714,1,18000,-105.7822,1,18000,NA,1,-1.166452,0.1386217,1,0.3273425,0.2487998,0.9136658,21.8165,45.04875,9.328752,1.180978,2.624961,21.77965,45.20939,9.32678,1.180765,2.620176,-37.99395,0.3227092,-95.10043,7.593084e-05,0.02350658,0.0006995881,87.30884,14.39411,-0.6386042,0.7872952,-2.52209,1.004773,0.01112049,0.4448922,23.05645,0.5979816,249,2.691734,2.601677,255.7911,14.81587,353.2089,7.866628,649.4818,17.93915,8.676008,0.6757694,0.8381371,0.8422599,0,0,NA,NA,NA,NA,327.8711,-36.1112,154.3185,7.354277,NA,0,16.75394,8.29023,5.081028,119.241,18.81343,11.99892,95.67381,87.87029,NA,NA,NA
3190,0.1761394,3,18000,127.6003,3,18000,-150.0212,3,18000,NA,1,-1.175712,0.3063214,1,0.4889705,0.2385196,1.323934,22.71512,37.7732,7.574595,1.046433,2.772207,22.80458,37.61728,7.578943,1.046712,2.7882,-35.72107,0.3201317,-94.02119,9.439483e-05,0.02963814,0.0008613112,87.30015,17.41489,-1.536642,0.996937,-3.338723,1.119235,-0.05329417,0.6334803,23.93974,0.5068966,249,3.786492,3.675364,245.2858,13.87642,3.714233,9.866647,638.0309,1.9064,7.664073,0.2505574,0.9398686,0.9175386,0,0,NA,NA,NA,NA,336.6348,-38.75216,161.8205,7.346794,NA,0,16.82267,8.250443,4.833662,101.0826,17.07437,10.97351,95.67381,89.48088,NA,NA,NA
3191,0.390036,3,18000,150.1813,3,18000,-123.8683,3,18000,NA,1,-0.8247918,0.2280575,1,0.4220479,0.2283198,1.044822,22.39318,40.5275,8.230833,1.101731,2.718437,22.32678,40.78711,8.227308,1.101347,2.708531,-35.62537,0.3199318,-93.95126,9.558968e-05,0.02981196,0.0008718736,87.27813,16.07185,-1.291988,0.9103457,-3.003602,0.9803202,-0.05284766,0.5476184,23.51989,0.5052611,249,3.365774,3.269684,246.7252,13.68617,2.27478,8.192059,651.6149,24.68464,8.077589,1.123277,0.795866,0.8295057,0,0,NA,NA,NA,NA,346.0078,-40.57163,169.3222,7.339113,NA,0,16.89446,8.157293,5.019507,107.5781,17.91185,11.48991,95.67381,88.87645,NA,NA,NA
3192,0.05961052,4,18000,111.0022,3,18000,-141.0131,3,18000,NA,1,-1.270363,0.3530001,1,0.5265313,0.2094956,1.233186,22.91243,34.97545,6.598918,0.9798055,2.805939,23.10354,34.65143,6.608161,0.9803775,2.840017,-34.49675,0.319128,-93.51682,0.0001061068,0.03339815,0.0009633136,87.20984,18.5964,-2.201504,0.9424049,-2.479893,1.110451,-0.1062095,0.5874906,24.16849,0.6504235,249,3.436076,3.316107,228.4032,15.13516,20.59686,7.791583,639.9056,8.144753,7.171568,0.4431885,0.8878736,0.8836569,0,0,NA,NA,NA,NA,327.7967,-41.47408,148.8238,7.331317,NA,0,16.91844,8.022873,3.71567,75.71748,12.82005,8.376629,95.67381,91.94512,NA,NA,NA
3193,0.1273412,7,17996,85.18098,7,17996,-72.15525,7,17996,NA,1,-0.8470817,0.1009451,7,0.2818024,0.2006289,0.9267993,23.16765,35.021,6.735692,0.9959699,2.849915,23.30712,34.90941,6.742141,0.9962207,2.876503,-34.09187,0.3198082,-93.32002,0.0001111799,0.03471676,0.001007484,87.21135,18.80282,-1.676831,0.9812935,-0.7513456,0.8859977,-0.0794781,0.3250688,24.38999,0.7961197,249,2.009486,1.837465,204.136,23.69922,44.86398,6.415772,645.7625,17.75012,7.283705,1.100435,0.7357801,0.7755662,0,0,NA,NA,NA,NA,5.720898,-41.40668,-175.6743,7.323766,NA,0,16.94343,7.90636,3.746253,87.82803,13.87188,8.891947,95.67381,90.71532,NA,NA,NA
3194,0.04157069,7,18000,46.15405,7,18000,-64.37789,7,18000,NA,1,-1.394848,0.1076709,7,0.2898634,0.1726226,0.5832353,21.52464,38.23766,6.687565,0.9848356,2.579451,21.40998,38.51754,6.681849,0.9844189,2.561556,-36.09153,0.3223929,-94.20066,9.262101e-05,0.02857841,0.0008460227,87.18397,15.77137,-1.917842,0.6602462,0.9365976,0.7791142,-0.1456313,0.3514635,22.47367,0.6166588,249,2.236953,2.134322,153.971,17.34985,95.02899,6.718758,649.9581,4.593444,7.242017,0.2696583,0.9201877,0.9061777,0,0,NA,NA,NA,NA,15.46829,-40.3739,-168.1725,7.316151,NA,0,16.98533,7.702596,4.555539,104.4465,16.74774,10.69063,95.67381,89.19331,NA,NA,NA
3195,0.1763975,4,18000,56.21594,4,18000,-109.5754,4,18000,NA,1,-1.949188,0.1129498,4,0.2945248,0.2845874,1.035863,20.34291,41.92588,6.932605,1.001611,2.401421,20.59341,41.47133,6.944776,1.002362,2.442962,-39.79125,0.3223564,-96.17575,6.361377e-05,0.01968668,0.0005902344,87.20282,14.406,0.04371806,1.024116,1.183878,0.9833409,-0.005229421,0.2365454,21.67323,1.412924,249,1.66311,1.184687,87.8851,43.4441,161.1149,5.344777,648.1961,9.463185,7.395483,0.2956355,0.9397535,0.9141542,0,0,NA,NA,NA,NA,24.76717,-38.4355,-160.6711,7.308351,NA,0,17.05264,7.488032,1.636892,39.11958,6.684636,4.020887,95.67381,95.49918,NA,NA,NA
3196,0.1780796,2,18000,26.67769,4,18000,-69.35175,1,18000,NA,1,-2.599616,0.07758971,2,0.2447866,0.217925,0.3676225,21.11309,40.79005,7.252414,1.023968,2.514731,21.12227,40.81212,7.25279,1.023965,2.51727,-38.48557,0.3194505,-95.51401,7.180591e-05,0.02243167,0.0006627552,87.20607,14.93305,-0.9432551,0.5980611,1.813066,0.5413796,-0.09850281,0.2906476,22.22749,0.6953769,249,2.112808,2.043758,117.4859,14.64318,131.5142,5.112247,651.0486,4.598135,7.540555,0.3268433,0.9405389,0.9169617,0,0,NA,NA,NA,NA,33.43867,-35.69107,-153.1693,7.300728,NA,0,17.016,7.268982,5.331633,138.931,20.50729,13.02409,95.67381,86.30296,NA,NA,NA
3197,0.1280528,3,18000,40.01252,4,18000,-66.95216,3,18000,NA,1,-1.67328,0.07763059,3,0.2432607,0.2089632,0.4399234,19.92041,48.20017,8.64122,1.124966,2.335911,19.94034,48.16713,8.642194,1.12503,2.339381,-41.56677,0.320725,-97.12852,5.267512e-05,0.01634485,0.0004924989,87.18925,12.14351,-1.004463,0.7270899,1.439157,0.5353467,-0.1000334,0.2541478,21.15067,0.5199043,249,1.882711,1.755025,124.9132,21.09428,124.0868,4.316862,653.2324,3.241717,8.317799,0.2115214,0.9400493,0.9164287,0,0,NA,NA,NA,NA,41.40702,-32.2602,-145.6673,7.293177,NA,0,17.02208,7.009597,4.28772,109.3443,16.50129,10.44871,95.67381,88.79251,NA,NA,NA
3198,0.117335,1,18000,39.38325,1,18000,-65.06062,1,18000,NA,1,-1.651987,0.06239449,1,0.2178766,0.2262814,0.4299437,19.70549,46.81197,7.997492,1.077545,2.305031,19.78829,46.62801,8.001578,1.07782,2.317814,-41.94458,0.3209127,-97.35079,5.033042e-05,0.01570358,0.0004714777,87.21486,12.39994,-0.52182,0.4117376,1.797683,0.7853053,-0.06022684,0.2713946,20.94655,0.5832053,249,1.919203,1.871885,106.1866,12.71854,142.8134,6.002324,652.0393,3.684031,7.973237,0.3722437,0.9401739,0.9167337,0,0,NA,NA,NA,NA,48.68081,-28.26427,-138.1659,7.285379,NA,0,17.04762,6.757626,5.486419,153.3631,21.63012,13.69767,95.67381,85.26022,NA,NA,NA
3199,0.1353536,7,18000,21.78381,7,18000,-20.50986,7,18000,NA,1,-0.9415185,0.01240919,9,0.09673806,0.1592513,0.1174129,18.68409,49.45823,7.867763,1.06876,2.163085,18.84427,49.08456,7.875653,1.069264,2.186001,-43.96177,0.3202594,-98.34618,4.067889e-05,0.01262985,0.0003844147,87.2195,11.16737,-0.9938047,0.2998398,-0.1575238,0.363741,-0.03427385,0.1123142,19.98956,0.6735849,249,1.059959,1.006211,189.0068,18.23981,59.99316,2.898761,668.8936,11.71729,7.935655,0.4484105,0.8210441,0.7818932,0,0,NA,NA,NA,NA,55.20298,-23.90227,-130.8081,7.277773,NA,0,17.06171,6.52477,7.187206,300.1212,33.54738,20.02689,95.67381,77.31388,NA,NA,NA
3200,-0.07849084,8,18000,9.454607,8,18000,-3.701868,8,18000,NA,1,-0.3915412,0.01336057,7,0.09975946,0.02753063,0.1301493,18.05584,51.81092,8.000938,1.07705,2.078902,18.4009,50.7949,8.018284,1.078301,2.124916,-46.76611,0.3178765,-99.92957,2.966909e-05,0.009297988,0.0002838821,87.22405,10.46615,-0.9542259,0.3682879,-0.4042013,0.3428724,-0.03764213,0.08426879,19.55415,0.3854882,249,1.067374,1.036304,202.9571,13.81953,46.04294,2.242276,687.929,9.289661,8.014331,0.1774551,0.9397029,0.9163861,0,0,NA,NA,NA,NA,61.4417,-18.99135,-123.1474,7.270176,NA,0,17.06724,6.303004,7.442645,179.8987,27.73373,17.65774,95.67381,82.81562,NA,NA,NA
3201,0.3254442,7,18000,9.068793,7,18000,-27.02983,7,18000,NA,1,-2.980532,0.01821936,4,0.1162339,0.1717548,0.2346094,16.93472,55.02038,7.826568,1.064358,1.938874,17.11656,54.47627,7.835693,1.064996,1.962212,-47.77498,0.3155858,-100.5216,2.621487e-05,0.00829511,0.0002520243,87.22692,8.97216,-1.115911,0.3310985,-0.805566,0.5853933,-0.04273753,0.1300281,18.25045,0.9368289,249,1.498749,1.376297,215.8252,23.15275,33.1748,2.645784,720.1604,28.63946,7.950468,0.183587,0.744552,0.7325886,0,0,NA,NA,NA,NA,67.10875,-13.89838,-115.646,7.262382,NA,0,17.06895,6.079772,8.609267,345.5927,39.4957,23.63178,95.67381,74.75958,NA,NA,NA
3202,0.4520591,7,18000,12.64471,7,18000,-35.31549,7,18000,NA,1,-2.792906,0.01315846,7,0.09845243,0.2631801,0.07673242,16.83557,52.27847,6.959022,1.003085,1.92762,17.6689,49.82009,7.000717,1.005924,2.033562,-49.26135,0.3174969,-101.3,2.236857e-05,0.007025767,0.0002164426,87.22869,10.27638,-0.5170378,0.3257258,-0.9838212,0.2061123,-0.01654076,0.06989487,18.7415,1.145283,249,1.142287,1.111409,242.2763,13.31744,6.723724,1.834843,724.5298,22.42729,7.495878,0.2139592,0.9373265,0.9135928,0,0,NA,NA,NA,NA,72.43967,-8.585771,-108.1446,7.254626,NA,0,17.0752,5.868231,8.493191,399.9326,41.58981,24.50555,95.67381,73.25495,NA,NA,NA
